Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"QCL","Crops and livestock products","012","Algeria","5510","Production","01212","Cabbages","2020","2020","t","124204.1","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5312","Area harvested","01251","Carrots and turnips","2020","2020","ha","17414","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5419","Yield","01251","Carrots and turnips","2020","2020","100 g/ha","257032","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","01251","Carrots and turnips","2020","2020","t","447595.3","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5312","Area harvested","01213","Cauliflowers and broccoli","2020","2020","ha","8891","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5419","Yield","01213","Cauliflowers and broccoli","2020","2020","100 g/ha","273303","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","01213","Cauliflowers and broccoli","2020","2020","t","242990.2","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5312","Area harvested","01344.02","Cherries","2020","2020","ha","3555","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5419","Yield","01344.02","Cherries","2020","2020","100 g/ha","31525","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","01344.02","Cherries","2020","2020","t","11207","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5312","Area harvested","01703","Chick peas, dry","2020","2020","ha","36743","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5419","Yield","01703","Chick peas, dry","2020","2020","100 g/ha","10856","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","01703","Chick peas, dry","2020","2020","t","39888.9","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5312","Area harvested","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","2020","2020","ha","4055","E","Estimated value",""
"QCL","Crops and livestock products","012","Algeria","5419","Yield","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","2020","2020","100 g/ha","36721","E","Estimated value",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","2020","2020","t","14891.27","E","Estimated value",""
"QCL","Crops and livestock products","012","Algeria","5312","Area harvested","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2020","2020","ha","22152","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5419","Yield","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2020","2020","100 g/ha","323970","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2020","2020","t","717659","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5312","Area harvested","01232","Cucumbers and gherkins","2020","2020","ha","4470","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5419","Yield","01232","Cucumbers and gherkins","2020","2020","100 g/ha","412443","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","01232","Cucumbers and gherkins","2020","2020","t","184362","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5312","Area harvested","01314","Dates","2020","2020","ha","170500","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5419","Yield","01314","Dates","2020","2020","100 g/ha","67561","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","01314","Dates","2020","2020","t","1151909.3","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5312","Area harvested","01233","Eggplants (aubergines)","2020","2020","ha","6262","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5419","Yield","01233","Eggplants (aubergines)","2020","2020","100 g/ha","284920","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","01233","Eggplants (aubergines)","2020","2020","t","178416.8","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5312","Area harvested","01315","Figs","2020","2020","ha","39026","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5419","Yield","01315","Figs","2020","2020","100 g/ha","29760","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","01315","Figs","2020","2020","t","116143","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5312","Area harvested","01330","Grapes","2020","2020","ha","69319","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5419","Yield","01330","Grapes","2020","2020","100 g/ha","79949","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","01330","Grapes","2020","2020","t","554201.1","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5312","Area harvested","01252","Green garlic","2020","2020","ha","11687","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5419","Yield","01252","Green garlic","2020","2020","100 g/ha","146251","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","01252","Green garlic","2020","2020","t","170929.6","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5312","Area harvested","0142","Groundnuts, excluding shelled","2020","2020","ha","4709","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5419","Yield","0142","Groundnuts, excluding shelled","2020","2020","100 g/ha","26239","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","0142","Groundnuts, excluding shelled","2020","2020","t","12354.6","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5312","Area harvested","01322","Lemons and limes","2020","2020","ha","3991","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5419","Yield","01322","Lemons and limes","2020","2020","100 g/ha","213738","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","01322","Lemons and limes","2020","2020","t","85303","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5312","Area harvested","01704","Lentils, dry","2020","2020","ha","14705","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5419","Yield","01704","Lentils, dry","2020","2020","100 g/ha","8237","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","01704","Lentils, dry","2020","2020","t","12111.8","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5312","Area harvested","01356","Locust beans (carobs)","2020","2020","ha","729","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5419","Yield","01356","Locust beans (carobs)","2020","2020","100 g/ha","44993","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","01356","Locust beans (carobs)","2020","2020","t","3280","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5312","Area harvested","0112","Maize (corn)","2020","2020","ha","530","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5419","Yield","0112","Maize (corn)","2020","2020","100 g/ha","60739","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","0112","Maize (corn)","2020","2020","t","3221","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","01270","Mushrooms and truffles","2020","2020","t","1490.72","I","Imputed value",""
"QCL","Crops and livestock products","012","Algeria","5312","Area harvested","0117","Oats","2020","2020","ha","62353","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5419","Yield","0117","Oats","2020","2020","100 g/ha","11128","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","0117","Oats","2020","2020","t","69385","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5312","Area harvested","01450","Olives","2020","2020","ha","438828","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5419","Yield","01450","Olives","2020","2020","100 g/ha","24600","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","01450","Olives","2020","2020","t","1079508","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5312","Area harvested","01253.02","Onions and shallots, dry (excluding dehydrated)","2020","2020","ha","50032","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5419","Yield","01253.02","Onions and shallots, dry (excluding dehydrated)","2020","2020","100 g/ha","332922","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","01253.02","Onions and shallots, dry (excluding dehydrated)","2020","2020","t","1665671.1","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5312","Area harvested","01253.01","Onions and shallots, green","2020","2020","ha","32","E","Estimated value",""
"QCL","Crops and livestock products","012","Algeria","5419","Yield","01253.01","Onions and shallots, green","2020","2020","100 g/ha","109019","E","Estimated value",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","01253.01","Onions and shallots, green","2020","2020","t","353.21","E","Estimated value",""
"QCL","Crops and livestock products","012","Algeria","5312","Area harvested","01323","Oranges","2020","2020","ha","46648","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5419","Yield","01323","Oranges","2020","2020","100 g/ha","251853","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","01323","Oranges","2020","2020","t","1174845.2","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5312","Area harvested","01241.90","Other beans, green","2020","2020","ha","12822","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5419","Yield","01241.90","Other beans, green","2020","2020","100 g/ha","78231","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","01241.90","Other beans, green","2020","2020","t","100308.3","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5312","Area harvested","01329","Other citrus fruit, n.e.c.","2020","2020","ha","461","I","Imputed value",""
"QCL","Crops and livestock products","012","Algeria","5419","Yield","01329","Other citrus fruit, n.e.c.","2020","2020","100 g/ha","13030","E","Estimated value",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","01329","Other citrus fruit, n.e.c.","2020","2020","t","600.18","E","Estimated value",""
"QCL","Crops and livestock products","012","Algeria","5312","Area harvested","01359.90","Other fruits, n.e.c.","2020","2020","ha","12969","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5419","Yield","01359.90","Other fruits, n.e.c.","2020","2020","100 g/ha","103170","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","01359.90","Other fruits, n.e.c.","2020","2020","t","133801.3","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5312","Area harvested","01709.90","Other pulses n.e.c.","2020","2020","ha","115","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5419","Yield","01709.90","Other pulses n.e.c.","2020","2020","100 g/ha","10000","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","01709.90","Other pulses n.e.c.","2020","2020","t","115","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5312","Area harvested","01349.20","Other stone fruits","2020","2020","ha","2125","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5419","Yield","01349.20","Other stone fruits","2020","2020","100 g/ha","124866","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","01349.20","Other stone fruits","2020","2020","t","26534","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5312","Area harvested","01319","Other tropical fruits, n.e.c.","2020","2020","ha","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","01319","Other tropical fruits, n.e.c.","2020","2020","t","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","012","Algeria","5312","Area harvested","01290.90","Other vegetables, fresh n.e.c.","2020","2020","ha","56757","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5419","Yield","01290.90","Other vegetables, fresh n.e.c.","2020","2020","100 g/ha","257055","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","01290.90","Other vegetables, fresh n.e.c.","2020","2020","t","1458964.6","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5312","Area harvested","01345","Peaches and nectarines","2020","2020","ha","16765","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5419","Yield","01345","Peaches and nectarines","2020","2020","100 g/ha","111210","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","01345","Peaches and nectarines","2020","2020","t","186444.1","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5312","Area harvested","01342.01","Pears","2020","2020","ha","19979","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5419","Yield","01342.01","Pears","2020","2020","100 g/ha","77512","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","01342.01","Pears","2020","2020","t","154860.5","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5312","Area harvested","01705","Peas, dry","2020","2020","ha","9535","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5419","Yield","01705","Peas, dry","2020","2020","100 g/ha","11565","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","01705","Peas, dry","2020","2020","t","11026.8","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5312","Area harvested","01242","Peas, green","2020","2020","ha","39542","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5419","Yield","01242","Peas, green","2020","2020","100 g/ha","52958","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","01242","Peas, green","2020","2020","t","209409.4","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5312","Area harvested","01346","Plums and sloes","2020","2020","ha","12689","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5419","Yield","01346","Plums and sloes","2020","2020","100 g/ha","77948","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","01346","Plums and sloes","2020","2020","t","98908.3","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5312","Area harvested","01321","Pomelos and grapefruits","2020","2020","ha","73","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5419","Yield","01321","Pomelos and grapefruits","2020","2020","100 g/ha","235890","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","01321","Pomelos and grapefruits","2020","2020","t","1722","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5312","Area harvested","01510","Potatoes","2020","2020","ha","149465","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5419","Yield","01510","Potatoes","2020","2020","100 g/ha","311744","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","01510","Potatoes","2020","2020","t","4659482","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5312","Area harvested","01235","Pumpkins, squash and gourds","2020","2020","ha","15558","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5419","Yield","01235","Pumpkins, squash and gourds","2020","2020","100 g/ha","279809","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","01235","Pumpkins, squash and gourds","2020","2020","t","435326.5","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5312","Area harvested","01342.02","Quinces","2020","2020","ha","1615","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5419","Yield","01342.02","Quinces","2020","2020","100 g/ha","72743","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","01342.02","Quinces","2020","2020","t","11748","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5312","Area harvested","01443","Rape or colza seed","2020","2020","ha","11901","E","Estimated value",""
"QCL","Crops and livestock products","012","Algeria","5419","Yield","01443","Rape or colza seed","2020","2020","100 g/ha","19438","E","Estimated value",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","01443","Rape or colza seed","2020","2020","t","23133.28","E","Estimated value",""
"QCL","Crops and livestock products","012","Algeria","5312","Area harvested","0113","Rice","2020","2020","ha","172","E","Estimated value",""
"QCL","Crops and livestock products","012","Algeria","5419","Yield","0113","Rice","2020","2020","100 g/ha","17910","E","Estimated value",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","0113","Rice","2020","2020","t","308.47","E","Estimated value",""
"QCL","Crops and livestock products","012","Algeria","5312","Area harvested","01921.01","Seed cotton, unginned","2020","2020","ha","292","I","Imputed value",""
"QCL","Crops and livestock products","012","Algeria","5419","Yield","01921.01","Seed cotton, unginned","2020","2020","100 g/ha","2772","E","Estimated value",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","01921.01","Seed cotton, unginned","2020","2020","t","81.03","I","Imputed value",""
"QCL","Crops and livestock products","012","Algeria","5312","Area harvested","0114","Sorghum","2020","2020","ha","68","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5419","Yield","0114","Sorghum","2020","2020","100 g/ha","37647","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","0114","Sorghum","2020","2020","t","256","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5312","Area harvested","01354","Strawberries","2020","2020","ha","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","01354","Strawberries","2020","2020","t","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","012","Algeria","5312","Area harvested","01801","Sugar beet","2020","2020","ha","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","01801","Sugar beet","2020","2020","t","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","012","Algeria","5312","Area harvested","01445","Sunflower seed","2020","2020","ha","193","E","Estimated value",""
"QCL","Crops and livestock products","012","Algeria","5419","Yield","01445","Sunflower seed","2020","2020","100 g/ha","4478","E","Estimated value",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","01445","Sunflower seed","2020","2020","t","86.46","E","Estimated value",""
"QCL","Crops and livestock products","012","Algeria","5312","Area harvested","01324","Tangerines, mandarins, clementines","2020","2020","ha","14223","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5419","Yield","01324","Tangerines, mandarins, clementines","2020","2020","100 g/ha","212667","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","01324","Tangerines, mandarins, clementines","2020","2020","t","302476","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5312","Area harvested","01234","Tomatoes","2020","2020","ha","26311","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5419","Yield","01234","Tomatoes","2020","2020","100 g/ha","621647","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","01234","Tomatoes","2020","2020","t","1635616.3","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5312","Area harvested","01191","Triticale","2020","2020","ha","261","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5419","Yield","01191","Triticale","2020","2020","100 g/ha","10307","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","01191","Triticale","2020","2020","t","269","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5312","Area harvested","01970","Unmanufactured tobacco","2020","2020","ha","5278","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5419","Yield","01970","Unmanufactured tobacco","2020","2020","100 g/ha","21781","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","01970","Unmanufactured tobacco","2020","2020","t","11496","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5312","Area harvested","01709.01","Vetches","2020","2020","ha","155","E","Estimated value",""
"QCL","Crops and livestock products","012","Algeria","5419","Yield","01709.01","Vetches","2020","2020","100 g/ha","5025","E","Estimated value",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","01709.01","Vetches","2020","2020","t","77.81","E","Estimated value",""
"QCL","Crops and livestock products","012","Algeria","5312","Area harvested","01221","Watermelons","2020","2020","ha","61000","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5419","Yield","01221","Watermelons","2020","2020","100 g/ha","374884","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","01221","Watermelons","2020","2020","t","2286809.1","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5312","Area harvested","0111","Wheat","2020","2020","ha","1848083","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5419","Yield","0111","Wheat","2020","2020","100 g/ha","16811","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","0111","Wheat","2020","2020","t","3106754","A","Official figure",""
"QCL","Crops and livestock products","024","Angola","5312","Area harvested","01311","Avocados","2020","2020","ha","4448","I","Imputed value",""
"QCL","Crops and livestock products","024","Angola","5419","Yield","01311","Avocados","2020","2020","100 g/ha","118002","E","Estimated value",""
"QCL","Crops and livestock products","024","Angola","5510","Production","01311","Avocados","2020","2020","t","52488","A","Official figure",""
"QCL","Crops and livestock products","024","Angola","5312","Area harvested","01312","Bananas","2020","2020","ha","165191","A","Official figure",""
"QCL","Crops and livestock products","024","Angola","5419","Yield","01312","Bananas","2020","2020","100 g/ha","254526","A","Official figure",""
"QCL","Crops and livestock products","024","Angola","5510","Production","01312","Bananas","2020","2020","t","4204538","A","Official figure",""
"QCL","Crops and livestock products","024","Angola","5312","Area harvested","01701","Beans, dry","2020","2020","ha","691859","A","Official figure",""
"QCL","Crops and livestock products","024","Angola","5419","Yield","01701","Beans, dry","2020","2020","100 g/ha","4983","A","Official figure",""
"QCL","Crops and livestock products","024","Angola","5510","Production","01701","Beans, dry","2020","2020","t","344762","A","Official figure",""
"QCL","Crops and livestock products","024","Angola","5312","Area harvested","01212","Cabbages","2020","2020","ha","10338","I","Imputed value",""
"QCL","Crops and livestock products","024","Angola","5419","Yield","01212","Cabbages","2020","2020","100 g/ha","294318","E","Estimated value",""
"QCL","Crops and livestock products","024","Angola","5510","Production","01212","Cabbages","2020","2020","t","304255","A","Official figure",""
"QCL","Crops and livestock products","024","Angola","5312","Area harvested","01251","Carrots and turnips","2020","2020","ha","7813","I","Imputed value",""
"QCL","Crops and livestock products","024","Angola","5419","Yield","01251","Carrots and turnips","2020","2020","100 g/ha","184616","E","Estimated value",""
"QCL","Crops and livestock products","024","Angola","5510","Production","01251","Carrots and turnips","2020","2020","t","144240","A","Official figure",""
"QCL","Crops and livestock products","024","Angola","5312","Area harvested","01372","Cashew nuts, in shell","2020","2020","ha","2689","I","Imputed value",""
"QCL","Crops and livestock products","024","Angola","5419","Yield","01372","Cashew nuts, in shell","2020","2020","100 g/ha","7859","E","Estimated value",""
"QCL","Crops and livestock products","024","Angola","5510","Production","01372","Cashew nuts, in shell","2020","2020","t","2113.12","E","Estimated value",""
"QCL","Crops and livestock products","024","Angola","5312","Area harvested","01520.01","Cassava, fresh","2020","2020","ha","965264","A","Official figure",""
"QCL","Crops and livestock products","024","Angola","5419","Yield","01520.01","Cassava, fresh","2020","2020","100 g/ha","99381","A","Official figure",""
"QCL","Crops and livestock products","024","Angola","5510","Production","01520.01","Cassava, fresh","2020","2020","t","9592870","A","Official figure",""
"QCL","Crops and livestock products","024","Angola","5312","Area harvested","01447","Castor oil seeds","2020","2020","ha","16292","I","Imputed value",""
"QCL","Crops and livestock products","024","Angola","5419","Yield","01447","Castor oil seeds","2020","2020","100 g/ha","2556","E","Estimated value",""
"QCL","Crops and livestock products","024","Angola","5510","Production","01447","Castor oil seeds","2020","2020","t","4164.43","I","Imputed value",""
"QCL","Crops and livestock products","024","Angola","5312","Area harvested","01640","Cocoa beans","2020","2020","ha","2833","E","Estimated value",""
"QCL","Crops and livestock products","024","Angola","5419","Yield","01640","Cocoa beans","2020","2020","100 g/ha","1591","E","Estimated value",""
"QCL","Crops and livestock products","024","Angola","5510","Production","01640","Cocoa beans","2020","2020","t","450.87","E","Estimated value",""
"QCL","Crops and livestock products","024","Angola","5312","Area harvested","01610","Coffee, green","2020","2020","ha","41246","I","Imputed value",""
"QCL","Crops and livestock products","024","Angola","5419","Yield","01610","Coffee, green","2020","2020","100 g/ha","3222","E","Estimated value",""
"QCL","Crops and livestock products","024","Angola","5510","Production","01610","Coffee, green","2020","2020","t","13287.65","I","Imputed value",""
"QCL","Crops and livestock products","024","Angola","5312","Area harvested","01252","Green garlic","2020","2020","ha","850","E","Estimated value",""
"QCL","Crops and livestock products","024","Angola","5419","Yield","01252","Green garlic","2020","2020","100 g/ha","131012","E","Estimated value",""
"QCL","Crops and livestock products","024","Angola","5510","Production","01252","Green garlic","2020","2020","t","11136","A","Official figure",""
"QCL","Crops and livestock products","024","Angola","5312","Area harvested","0142","Groundnuts, excluding shelled","2020","2020","ha","345322","A","Official figure",""
